,country,code,indicator,indicator_code,year,gdp 
9104,Lebanon,LBN,GDP (current US$),NY.GDP.MKTP.CD,1994,9599127050.0
9105,Liberia,LBR,GDP (current US$),NY.GDP.MKTP.CD,1994,
9106,Libya,LBY,GDP (current US$),NY.GDP.MKTP.CD,1994,28607921929.0
9107,St. Lucia,LCA,GDP (current US$),NY.GDP.MKTP.CD,1994,713703703.7
9108,Latin America & Caribbean,LCN,GDP (current US$),NY.GDP.MKTP.CD,1994,1802150000000.0
9109,Least developed countries: UN classification,LDC,GDP (current US$),NY.GDP.MKTP.CD,1994,138425000000.0
9110,Low income,LIC,GDP (current US$),NY.GDP.MKTP.CD,1994,83343858956.0
9111,Liechtenstein,LIE,GDP (current US$),NY.GDP.MKTP.CD,1994,1948118228.0
9112,Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,1994,11717604209.0
9113,Lower middle income,LMC,GDP (current US$),NY.GDP.MKTP.CD,1994,866071000000.0
9114,Low & middle income,LMY,GDP (current US$),NY.GDP.MKTP.CD,1994,4442590000000.0
9115,Lesotho,LSO,GDP (current US$),NY.GDP.MKTP.CD,1994,878250450.6
9116,Late-demographic dividend,LTE,GDP (current US$),NY.GDP.MKTP.CD,1994,2470230000000.0
9117,Lithuania,LTU,GDP (current US$),NY.GDP.MKTP.CD,1994,
9118,Luxembourg,LUX,GDP (current US$),NY.GDP.MKTP.CD,1994,18325791415.0
9119,Latvia,LVA,GDP (current US$),NY.GDP.MKTP.CD,1994,
9120,"Macao SAR, China",MAC,GDP (current US$),NY.GDP.MKTP.CD,1994,6265844252.0
9121,St. Martin (French part),MAF,GDP (current US$),NY.GDP.MKTP.CD,1994,
9122,Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,1994,35604137423.0
9123,Monaco,MCO,GDP (current US$),NY.GDP.MKTP.CD,1994,2720297793.0
9124,Moldova,MDA,GDP (current US$),NY.GDP.MKTP.CD,1994,
9125,Madagascar,MDG,GDP (current US$),NY.GDP.MKTP.CD,1994,3522226903.0
9126,Maldives,MDV,GDP (current US$),NY.GDP.MKTP.CD,1994,355884383.1
9127,Middle East & North Africa,MEA,GDP (current US$),NY.GDP.MKTP.CD,1994,633947000000.0
9128,Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,1994,527813000000.0
9129,Marshall Islands,MHL,GDP (current US$),NY.GDP.MKTP.CD,1994,108071000.0
9130,Middle income,MIC,GDP (current US$),NY.GDP.MKTP.CD,1994,4359480000000.0
9131,North Macedonia,MKD,GDP (current US$),NY.GDP.MKTP.CD,1994,3556581986.0
9132,Mali,MLI,GDP (current US$),NY.GDP.MKTP.CD,1994,2081846483.0
9133,Malta,MLT,GDP (current US$),NY.GDP.MKTP.CD,1994,2998570147.0
9134,Myanmar,MMR,GDP (current US$),NY.GDP.MKTP.CD,1994,
9135,Middle East & North Africa (excluding high income),MNA,GDP (current US$),NY.GDP.MKTP.CD,1994,299066000000.0
9136,Montenegro,MNE,GDP (current US$),NY.GDP.MKTP.CD,1994,
9137,Mongolia,MNG,GDP (current US$),NY.GDP.MKTP.CD,1994,925817092.2
9138,Northern Mariana Islands,MNP,GDP (current US$),NY.GDP.MKTP.CD,1994,
9139,Mozambique,MOZ,GDP (current US$),NY.GDP.MKTP.CD,1994,2793020801.0
9140,Mauritania,MRT,GDP (current US$),NY.GDP.MKTP.CD,1994,1944876755.0
9141,Mauritius,MUS,GDP (current US$),NY.GDP.MKTP.CD,1994,3558137040.0
9142,Malawi,MWI,GDP (current US$),NY.GDP.MKTP.CD,1994,1181802596.0
9143,Malaysia,MYS,GDP (current US$),NY.GDP.MKTP.CD,1994,74478356958.0
9144,North America,NAC,GDP (current US$),NY.GDP.MKTP.CD,1994,7867240000000.0
9145,Namibia,NAM,GDP (current US$),NY.GDP.MKTP.CD,1994,3636645995.0
9146,New Caledonia,NCL,GDP (current US$),NY.GDP.MKTP.CD,1994,3038727617.0
9147,Niger,NER,GDP (current US$),NY.GDP.MKTP.CD,1994,1947256691.0
9148,Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,1994,33833042988.0
9149,Nicaragua,NIC,GDP (current US$),NY.GDP.MKTP.CD,1994,3863185119.0
9150,Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,1994,379130000000.0
9151,Norway,NOR,GDP (current US$),NY.GDP.MKTP.CD,1994,127131000000.0
9152,Nepal,NPL,GDP (current US$),NY.GDP.MKTP.CD,1994,4066775510.0
9153,Nauru,NRU,GDP (current US$),NY.GDP.MKTP.CD,1994,
9154,New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,1994,55314732279.0
9155,OECD members,OED,GDP (current US$),NY.GDP.MKTP.CD,1994,23153700000000.0
9156,Oman,OMN,GDP (current US$),NY.GDP.MKTP.CD,1994,12918855657.0
9157,Other small states,OSS,GDP (current US$),NY.GDP.MKTP.CD,1994,61119117360.0
9158,Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,1994,52293456906.0
9159,Panama,PAN,GDP (current US$),NY.GDP.MKTP.CD,1994,9365289800.0
9160,Peru,PER,GDP (current US$),NY.GDP.MKTP.CD,1994,44882079767.0
9161,Philippines,PHL,GDP (current US$),NY.GDP.MKTP.CD,1994,64084460124.0
9162,Palau,PLW,GDP (current US$),NY.GDP.MKTP.CD,1994,
9163,Papua New Guinea,PNG,GDP (current US$),NY.GDP.MKTP.CD,1994,5502786070.0
9164,Poland,POL,GDP (current US$),NY.GDP.MKTP.CD,1994,110803000000.0
9165,Pre-demographic dividend,PRE,GDP (current US$),NY.GDP.MKTP.CD,1994,147795000000.0
9166,Puerto Rico,PRI,GDP (current US$),NY.GDP.MKTP.CD,1994,39690630000.0
9167,"Korea, Dem. People’s Rep.",PRK,GDP (current US$),NY.GDP.MKTP.CD,1994,
9168,Portugal,PRT,GDP (current US$),NY.GDP.MKTP.CD,1994,99688640942.0
9169,Paraguay,PRY,GDP (current US$),NY.GDP.MKTP.CD,1994,7870982005.0
9170,West Bank and Gaza,PSE,GDP (current US$),NY.GDP.MKTP.CD,1994,2843300000.0
9171,Pacific island small states,PSS,GDP (current US$),NY.GDP.MKTP.CD,1994,3472621042.0
9172,Post-demographic dividend,PST,GDP (current US$),NY.GDP.MKTP.CD,1994,22414800000000.0
9173,French Polynesia,PYF,GDP (current US$),NY.GDP.MKTP.CD,1994,3522272321.0
9174,Qatar,QAT,GDP (current US$),NY.GDP.MKTP.CD,1994,7374450769.0
9175,Romania,ROU,GDP (current US$),NY.GDP.MKTP.CD,1994,30074440483.0
9176,Russian Federation,RUS,GDP (current US$),NY.GDP.MKTP.CD,1994,395077000000.0
9177,Rwanda,RWA,GDP (current US$),NY.GDP.MKTP.CD,1994,753636370.5
9178,South Asia,SAS,GDP (current US$),NY.GDP.MKTP.CD,1994,432336000000.0
9179,Saudi Arabia,SAU,GDP (current US$),NY.GDP.MKTP.CD,1994,135175000000.0
9180,Sudan,SDN,GDP (current US$),NY.GDP.MKTP.CD,1994,12794192334.0
9181,Senegal,SEN,GDP (current US$),NY.GDP.MKTP.CD,1994,4908415369.0
9182,Singapore,SGP,GDP (current US$),NY.GDP.MKTP.CD,1994,73690847191.0
9183,Solomon Islands,SLB,GDP (current US$),NY.GDP.MKTP.CD,1994,464756638.5
9184,Sierra Leone,SLE,GDP (current US$),NY.GDP.MKTP.CD,1994,911915970.7
9185,El Salvador,SLV,GDP (current US$),NY.GDP.MKTP.CD,1994,7679384000.0
9186,San Marino,SMR,GDP (current US$),NY.GDP.MKTP.CD,1994,
9187,Somalia,SOM,GDP (current US$),NY.GDP.MKTP.CD,1994,
9188,Serbia,SRB,GDP (current US$),NY.GDP.MKTP.CD,1994,
9189,Sub-Saharan Africa (excluding high income),SSA,GDP (current US$),NY.GDP.MKTP.CD,1994,308226000000.0
9190,South Sudan,SSD,GDP (current US$),NY.GDP.MKTP.CD,1994,
9191,Sub-Saharan Africa,SSF,GDP (current US$),NY.GDP.MKTP.CD,1994,312287000000.0
9192,Small states,SST,GDP (current US$),NY.GDP.MKTP.CD,1994,84451123152.0
9193,Sao Tome and Principe,STP,GDP (current US$),NY.GDP.MKTP.CD,1994,
9194,Suriname,SUR,GDP (current US$),NY.GDP.MKTP.CD,1994,605492537.3
9195,Slovak Republic,SVK,GDP (current US$),NY.GDP.MKTP.CD,1994,20162935817.0
9196,Slovenia,SVN,GDP (current US$),NY.GDP.MKTP.CD,1994,15049621395.0
9197,Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,1994,229034000000.0
9198,Eswatini,SWZ,GDP (current US$),NY.GDP.MKTP.CD,1994,1419293455.0
9199,Sint Maarten (Dutch part),SXM,GDP (current US$),NY.GDP.MKTP.CD,1994,
9200,Seychelles,SYC,GDP (current US$),NY.GDP.MKTP.CD,1994,486451204.6
9201,Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,1994,10122020000.0
9202,Turks and Caicos Islands,TCA,GDP (current US$),NY.GDP.MKTP.CD,1994,
9203,Chad,TCD,GDP (current US$),NY.GDP.MKTP.CD,1994,1179837955.0
9204,East Asia & Pacific (IDA & IBRD countries),TEA,GDP (current US$),NY.GDP.MKTP.CD,1994,1062590000000.0
9205,Europe & Central Asia (IDA & IBRD countries),TEC,GDP (current US$),NY.GDP.MKTP.CD,1994,837354000000.0
9206,Togo,TGO,GDP (current US$),NY.GDP.MKTP.CD,1994,982624324.5
9207,Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,1994,146683000000.0
9208,Tajikistan,TJK,GDP (current US$),NY.GDP.MKTP.CD,1994,1522018436.0
9209,Turkmenistan,TKM,GDP (current US$),NY.GDP.MKTP.CD,1994,2561118608.0
9210,Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP (current US$),NY.GDP.MKTP.CD,1994,1719780000000.0
9211,Timor-Leste,TLS,GDP (current US$),NY.GDP.MKTP.CD,1994,
9212,Middle East & North Africa (IDA & IBRD countries),TMN,GDP (current US$),NY.GDP.MKTP.CD,1994,296191000000.0
9213,Tonga,TON,GDP (current US$),NY.GDP.MKTP.CD,1994,193775943.0
9214,South Asia (IDA & IBRD),TSA,GDP (current US$),NY.GDP.MKTP.CD,1994,432336000000.0
9215,Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP (current US$),NY.GDP.MKTP.CD,1994,312287000000.0
9216,Trinidad and Tobago,TTO,GDP (current US$),NY.GDP.MKTP.CD,1994,4947205860.0
9217,Tunisia,TUN,GDP (current US$),NY.GDP.MKTP.CD,1994,15632463424.0
9218,Turkey,TUR,GDP (current US$),NY.GDP.MKTP.CD,1994,130690000000.0
9219,Tuvalu,TUV,GDP (current US$),NY.GDP.MKTP.CD,1994,10886825.56
9220,Tanzania,TZA,GDP (current US$),NY.GDP.MKTP.CD,1994,4510846968.0
9221,Uganda,UGA,GDP (current US$),NY.GDP.MKTP.CD,1994,3990430447.0
9222,Ukraine,UKR,GDP (current US$),NY.GDP.MKTP.CD,1994,52549555149.0
9223,Upper middle income,UMC,GDP (current US$),NY.GDP.MKTP.CD,1994,3493500000000.0
9224,Uruguay,URY,GDP (current US$),NY.GDP.MKTP.CD,1994,17474647792.0
9225,United States,USA,GDP (current US$),NY.GDP.MKTP.CD,1994,7287240000000.0
9226,Uzbekistan,UZB,GDP (current US$),NY.GDP.MKTP.CD,1994,12899156991.0
9227,St. Vincent and the Grenadines,VCT,GDP (current US$),NY.GDP.MKTP.CD,1994,289438481.5
9228,"Venezuela, RB",VEN,GDP (current US$),NY.GDP.MKTP.CD,1994,58418666667.0
9229,British Virgin Islands,VGB,GDP (current US$),NY.GDP.MKTP.CD,1994,
9230,Virgin Islands (U.S.),VIR,GDP (current US$),NY.GDP.MKTP.CD,1994,
9231,Vietnam,VNM,GDP (current US$),NY.GDP.MKTP.CD,1994,16286433533.0
9232,Vanuatu,VUT,GDP (current US$),NY.GDP.MKTP.CD,1994,219260341.1
9233,World,WLD,GDP (current US$),NY.GDP.MKTP.CD,1994,27770700000000.0
9234,Samoa,WSM,GDP (current US$),NY.GDP.MKTP.CD,1994,221098106.5
9235,Kosovo,XKX,GDP (current US$),NY.GDP.MKTP.CD,1994,
9236,"Yemen, Rep.",YEM,GDP (current US$),NY.GDP.MKTP.CD,1994,4167356037.0
9237,South Africa,ZAF,GDP (current US$),NY.GDP.MKTP.CD,1994,139753000000.0
9238,Zambia,ZMB,GDP (current US$),NY.GDP.MKTP.CD,1994,3656647744.0
9239,Zimbabwe,ZWE,GDP (current US$),NY.GDP.MKTP.CD,1994,6890675000.0
9240,Aruba,ABW,GDP (current US$),NY.GDP.MKTP.CD,1995,1320474860.0
9241,Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,1995,
9242,Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,1995,5538749260.0
9243,Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1995,2392764853.0
9244,Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1995,1178738991.0
9245,Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,1995,524727000000.0
9246,United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,1995,65743666576.0
9247,Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,1995,258032000000.0
9248,Armenia,ARM,GDP (current US$),NY.GDP.MKTP.CD,1995,1468317350.0
9249,American Samoa,ASM,GDP (current US$),NY.GDP.MKTP.CD,1995,
9250,Antigua and Barbuda,ATG,GDP (current US$),NY.GDP.MKTP.CD,1995,577280740.7
9251,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,1995,367216000000.0
9252,Austria,AUT,GDP (current US$),NY.GDP.MKTP.CD,1995,241038000000.0
9253,Azerbaijan,AZE,GDP (current US$),NY.GDP.MKTP.CD,1995,3052467522.0
9254,Burundi,BDI,GDP (current US$),NY.GDP.MKTP.CD,1995,1000428394.0
9255,Belgium,BEL,GDP (current US$),NY.GDP.MKTP.CD,1995,288026000000.0
9256,Benin,BEN,GDP (current US$),NY.GDP.MKTP.CD,1995,2169627251.0
9257,Burkina Faso,BFA,GDP (current US$),NY.GDP.MKTP.CD,1995,2379518099.0
9258,Bangladesh,BGD,GDP (current US$),NY.GDP.MKTP.CD,1995,37939748769.0
9259,Bulgaria,BGR,GDP (current US$),NY.GDP.MKTP.CD,1995,18983303571.0
9260,Bahrain,BHR,GDP (current US$),NY.GDP.MKTP.CD,1995,5849467819.0
9261,"Bahamas, The",BHS,GDP (current US$),NY.GDP.MKTP.CD,1995,3429000000.0
9262,Bosnia and Herzegovina,BIH,GDP (current US$),NY.GDP.MKTP.CD,1995,1866572954.0
9263,Belarus,BLR,GDP (current US$),NY.GDP.MKTP.CD,1995,13972676841.0
9264,Belize,BLZ,GDP (current US$),NY.GDP.MKTP.CD,1995,620140400.0
9265,Bermuda,BMU,GDP (current US$),NY.GDP.MKTP.CD,1995,2030749952.0
9266,Bolivia,BOL,GDP (current US$),NY.GDP.MKTP.CD,1995,6715220507.0
9267,Brazil,BRA,GDP (current US$),NY.GDP.MKTP.CD,1995,769305000000.0
9268,Barbados,BRB,GDP (current US$),NY.GDP.MKTP.CD,1995,2216974096.0
9269,Brunei Darussalam,BRN,GDP (current US$),NY.GDP.MKTP.CD,1995,4734020037.0
9270,Bhutan,BTN,GDP (current US$),NY.GDP.MKTP.CD,1995,303053462.8
9271,Botswana,BWA,GDP (current US$),NY.GDP.MKTP.CD,1995,4730611067.0
9272,Central African Republic,CAF,GDP (current US$),NY.GDP.MKTP.CD,1995,1115389732.0
9273,Canada,CAN,GDP (current US$),NY.GDP.MKTP.CD,1995,604032000000.0
9274,Central Europe and the Baltics,CEB,GDP (current US$),NY.GDP.MKTP.CD,1995,392506000000.0
9275,Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,1995,342617000000.0
9276,Channel Islands,CHI,GDP (current US$),NY.GDP.MKTP.CD,1995,
9277,Chile,CHL,GDP (current US$),NY.GDP.MKTP.CD,1995,73447063319.0
9278,China,CHN,GDP (current US$),NY.GDP.MKTP.CD,1995,734548000000.0
9279,Cote d'Ivoire,CIV,GDP (current US$),NY.GDP.MKTP.CD,1995,11000146839.0
9280,Cameroon,CMR,GDP (current US$),NY.GDP.MKTP.CD,1995,9643953175.0
9281,"Congo, Dem. Rep.",COD,GDP (current US$),NY.GDP.MKTP.CD,1995,5643439376.0
9282,"Congo, Rep.",COG,GDP (current US$),NY.GDP.MKTP.CD,1995,2116003978.0
9283,Colombia,COL,GDP (current US$),NY.GDP.MKTP.CD,1995,92507279383.0
9284,Comoros,COM,GDP (current US$),NY.GDP.MKTP.CD,1995,398461789.6
9285,Cabo Verde,CPV,GDP (current US$),NY.GDP.MKTP.CD,1995,487148993.5
9286,Costa Rica,CRI,GDP (current US$),NY.GDP.MKTP.CD,1995,11513472786.0
9287,Caribbean small states,CSS,GDP (current US$),NY.GDP.MKTP.CD,1995,22033816335.0
9288,Cuba,CUB,GDP (current US$),NY.GDP.MKTP.CD,1995,30429803651.0
9289,Curacao,CUW,GDP (current US$),NY.GDP.MKTP.CD,1995,
9290,Cayman Islands,CYM,GDP (current US$),NY.GDP.MKTP.CD,1995,
9291,Cyprus,CYP,GDP (current US$),NY.GDP.MKTP.CD,1995,9933133247.0
9292,Czech Republic,CZE,GDP (current US$),NY.GDP.MKTP.CD,1995,59775697061.0
9293,Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,1995,2585790000000.0
9294,Djibouti,DJI,GDP (current US$),NY.GDP.MKTP.CD,1995,497723960.6
9295,Dominica,DMA,GDP (current US$),NY.GDP.MKTP.CD,1995,274522148.1
9296,Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,1995,185007000000.0
9297,Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,1995,16598679279.0
9298,Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1995,41764052458.0
9299,East Asia & Pacific (excluding high income),EAP,GDP (current US$),NY.GDP.MKTP.CD,1995,1314210000000.0
9300,Early-demographic dividend,EAR,GDP (current US$),NY.GDP.MKTP.CD,1995,2494280000000.0
9301,East Asia & Pacific,EAS,GDP (current US$),NY.GDP.MKTP.CD,1995,8306270000000.0
9302,Europe & Central Asia (excluding high income),ECA,GDP (current US$),NY.GDP.MKTP.CD,1995,723131000000.0
9303,Europe & Central Asia,ECS,GDP (current US$),NY.GDP.MKTP.CD,1995,10856200000000.0
9304,Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,1995,24432884442.0
9305,"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,1995,60159245060.0
9306,Euro area,EMU,GDP (current US$),NY.GDP.MKTP.CD,1995,7516230000000.0
9307,Eritrea,ERI,GDP (current US$),NY.GDP.MKTP.CD,1995,578015625.0
9308,Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,1995,614609000000.0
9309,Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,1995,4497823918.0
9310,Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,1995,7663984568.0
9311,European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,1995,8295720000000.0
9312,Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,1995,278063000000.0
9313,Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,1995,134190000000.0
9314,Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,1995,1970347721.0
9315,France,FRA,GDP (current US$),NY.GDP.MKTP.CD,1995,1601090000000.0
9316,Faroe Islands,FRO,GDP (current US$),NY.GDP.MKTP.CD,1995,
9317,"Micronesia, Fed. Sts.",FSM,GDP (current US$),NY.GDP.MKTP.CD,1995,221575300.0
9318,Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,1995,4958845906.0
9319,United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,1995,1341580000000.0
9320,Georgia,GEO,GDP (current US$),NY.GDP.MKTP.CD,1995,2693731866.0
9321,Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,1995,6465137615.0
9322,Gibraltar,GIB,GDP (current US$),NY.GDP.MKTP.CD,1995,
9323,Guinea,GIN,GDP (current US$),NY.GDP.MKTP.CD,1995,3693753379.0
9324,"Gambia, The",GMB,GDP (current US$),NY.GDP.MKTP.CD,1995,785996982.5
9325,Guinea-Bissau,GNB,GDP (current US$),NY.GDP.MKTP.CD,1995,253966922.3
9326,Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,1995,141853368.3
9327,Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,1995,136878000000.0
9328,Grenada,GRD,GDP (current US$),NY.GDP.MKTP.CD,1995,342172518.5
9329,Greenland,GRL,GDP (current US$),NY.GDP.MKTP.CD,1995,1208946166.0
9330,Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,1995,14655404433.0
9331,Guam,GUM,GDP (current US$),NY.GDP.MKTP.CD,1995,
9332,Guyana,GUY,GDP (current US$),NY.GDP.MKTP.CD,1995,621626785.9
9333,High income,HIC,GDP (current US$),NY.GDP.MKTP.CD,1995,25903500000000.0
9334,"Hong Kong SAR, China",HKG,GDP (current US$),NY.GDP.MKTP.CD,1995,144653000000.0
9335,Honduras,HND,GDP (current US$),NY.GDP.MKTP.CD,1995,5347445005.0
9336,Heavily indebted poor countries (HIPC),HPC,GDP (current US$),NY.GDP.MKTP.CD,1995,133800000000.0
9337,Croatia,HRV,GDP (current US$),NY.GDP.MKTP.CD,1995,22417412251.0
9338,Haiti,HTI,GDP (current US$),NY.GDP.MKTP.CD,1995,2813313279.0
9339,Hungary,HUN,GDP (current US$),NY.GDP.MKTP.CD,1995,46425677734.0
9340,IBRD only,IBD,GDP (current US$),NY.GDP.MKTP.CD,1995,4892800000000.0
9341,IDA & IBRD total,IBT,GDP (current US$),NY.GDP.MKTP.CD,1995,5247260000000.0
9342,IDA total,IDA,GDP (current US$),NY.GDP.MKTP.CD,1995,354646000000.0
9343,IDA blend,IDB,GDP (current US$),NY.GDP.MKTP.CD,1995,155032000000.0
9344,Indonesia,IDN,GDP (current US$),NY.GDP.MKTP.CD,1995,202132000000.0
9345,IDA only,IDX,GDP (current US$),NY.GDP.MKTP.CD,1995,198450000000.0
9346,Isle of Man,IMN,GDP (current US$),NY.GDP.MKTP.CD,1995,914727080.6
9347,India,IND,GDP (current US$),NY.GDP.MKTP.CD,1995,360282000000.0
9348,Not classified,INX,GDP (current US$),NY.GDP.MKTP.CD,1995,
9349,Ireland,IRL,GDP (current US$),NY.GDP.MKTP.CD,1995,69222624369.0
9350,"Iran, Islamic Rep.",IRN,GDP (current US$),NY.GDP.MKTP.CD,1995,96419225744.0
9351,Iraq,IRQ,GDP (current US$),NY.GDP.MKTP.CD,1995,
9352,Iceland,ISL,GDP (current US$),NY.GDP.MKTP.CD,1995,7134341218.0
9353,Israel,ISR,GDP (current US$),NY.GDP.MKTP.CD,1995,100385000000.0
9354,Italy,ITA,GDP (current US$),NY.GDP.MKTP.CD,1995,1174660000000.0
9355,Jamaica,JAM,GDP (current US$),NY.GDP.MKTP.CD,1995,6538840170.0
9356,Jordan,JOR,GDP (current US$),NY.GDP.MKTP.CD,1995,6821989155.0
9357,Japan,JPN,GDP (current US$),NY.GDP.MKTP.CD,1995,5449120000000.0
9358,Kazakhstan,KAZ,GDP (current US$),NY.GDP.MKTP.CD,1995,20374307047.0
9359,Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,1995,9046326060.0
9360,Kyrgyz Republic,KGZ,GDP (current US$),NY.GDP.MKTP.CD,1995,1661018519.0
9361,Cambodia,KHM,GDP (current US$),NY.GDP.MKTP.CD,1995,3441205693.0
9362,Kiribati,KIR,GDP (current US$),NY.GDP.MKTP.CD,1995,56338028.17
9363,St. Kitts and Nevis,KNA,GDP (current US$),NY.GDP.MKTP.CD,1995,313483370.4
9364,"Korea, Rep.",KOR,GDP (current US$),NY.GDP.MKTP.CD,1995,566583000000.0
9365,Kuwait,KWT,GDP (current US$),NY.GDP.MKTP.CD,1995,27191353887.0
9366,Latin America & Caribbean (excluding high income),LAC,GDP (current US$),NY.GDP.MKTP.CD,1995,1755440000000.0
9367,Lao PDR,LAO,GDP (current US$),NY.GDP.MKTP.CD,1995,1763536305.0
9368,Lebanon,LBN,GDP (current US$),NY.GDP.MKTP.CD,1995,11718795528.0
9369,Liberia,LBR,GDP (current US$),NY.GDP.MKTP.CD,1995,
9370,Libya,LBY,GDP (current US$),NY.GDP.MKTP.CD,1995,25544128199.0
9371,St. Lucia,LCA,GDP (current US$),NY.GDP.MKTP.CD,1995,762962963.0
9372,Latin America & Caribbean,LCN,GDP (current US$),NY.GDP.MKTP.CD,1995,1921660000000.0
9373,Least developed countries: UN classification,LDC,GDP (current US$),NY.GDP.MKTP.CD,1995,157942000000.0
9374,Low income,LIC,GDP (current US$),NY.GDP.MKTP.CD,1995,93893168062.0
9375,Liechtenstein,LIE,GDP (current US$),NY.GDP.MKTP.CD,1995,2428461395.0
9376,Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,1995,13029697561.0
9377,Lower middle income,LMC,GDP (current US$),NY.GDP.MKTP.CD,1995,962082000000.0
9378,Low & middle income,LMY,GDP (current US$),NY.GDP.MKTP.CD,1995,4969720000000.0
9379,Lesotho,LSO,GDP (current US$),NY.GDP.MKTP.CD,1995,1001889857.0
9380,Late-demographic dividend,LTE,GDP (current US$),NY.GDP.MKTP.CD,1995,3017660000000.0
9381,Lithuania,LTU,GDP (current US$),NY.GDP.MKTP.CD,1995,7870782261.0
9382,Luxembourg,LUX,GDP (current US$),NY.GDP.MKTP.CD,1995,21588170498.0
9383,Latvia,LVA,GDP (current US$),NY.GDP.MKTP.CD,1995,5770516258.0
9384,"Macao SAR, China",MAC,GDP (current US$),NY.GDP.MKTP.CD,1995,6996034037.0
9385,St. Martin (French part),MAF,GDP (current US$),NY.GDP.MKTP.CD,1995,
9386,Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,1995,39030285468.0
9387,Monaco,MCO,GDP (current US$),NY.GDP.MKTP.CD,1995,3130270895.0
9388,Moldova,MDA,GDP (current US$),NY.GDP.MKTP.CD,1995,1752979926.0
9389,Madagascar,MDG,GDP (current US$),NY.GDP.MKTP.CD,1995,3838101052.0
9390,Maldives,MDV,GDP (current US$),NY.GDP.MKTP.CD,1995,398988955.0
9391,Middle East & North Africa,MEA,GDP (current US$),NY.GDP.MKTP.CD,1995,708891000000.0
9392,Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,1995,360074000000.0
9393,Marshall Islands,MHL,GDP (current US$),NY.GDP.MKTP.CD,1995,120230000.0
9394,Middle income,MIC,GDP (current US$),NY.GDP.MKTP.CD,1995,4876170000000.0
9395,North Macedonia,MKD,GDP (current US$),NY.GDP.MKTP.CD,1995,4680078740.0
9396,Mali,MLI,GDP (current US$),NY.GDP.MKTP.CD,1995,2706425298.0
9397,Malta,MLT,GDP (current US$),NY.GDP.MKTP.CD,1995,3439931907.0
9398,Myanmar,MMR,GDP (current US$),NY.GDP.MKTP.CD,1995,
9399,Middle East & North Africa (excluding high income),MNA,GDP (current US$),NY.GDP.MKTP.CD,1995,341035000000.0
9400,Montenegro,MNE,GDP (current US$),NY.GDP.MKTP.CD,1995,
9401,Mongolia,MNG,GDP (current US$),NY.GDP.MKTP.CD,1995,1452165005.0
9402,Northern Mariana Islands,MNP,GDP (current US$),NY.GDP.MKTP.CD,1995,
9403,Mozambique,MOZ,GDP (current US$),NY.GDP.MKTP.CD,1995,2900913488.0
9404,Mauritania,MRT,GDP (current US$),NY.GDP.MKTP.CD,1995,2091731421.0
